Brand,Model,Year,engine model,Engine,Max Power,Seats
Subaru,Outback 2.5i Limited,2014,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Ford,F-250 King Ranch,2020,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,,,
Honda,CR-V EX,2004,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,,,
Lexus,GX 460 Luxury,2021,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Explorer XLT,2013,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Subaru,Forester 2.5i Limited,2015,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Ford,Bronco Wildtrak Advanced,2022,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,A-Class A 220 4MATIC,2019,2.0L I4 16V GDI DOHC Turbo,,,
Lexus,NX 200t Base,2015,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Ford,F-250 Lariat,2017,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,,,
Porsche,911 Carrera C4S,2006,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,,,
Tesla,Model 3 Long Range,2022,Electric,,,
Toyota,Camry XSE,2022,3.5 Liter,,,
BMW,i3 94 Ah,2017,170.0HP 0.65L Electric Motor Electric Fuel System,,,
Porsche,Taycan Turbo,2020,Electric,,,
Porsche,911 GT3,2018,4.0L H6 24V GDI DOHC,,,
Mercedes-Benz,E-Class E55 AMG,2005,469.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,,,
Toyota,Highlander XLE,2022,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,,,
Audi,A6 3.0T Premium Plus,2016,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,E-Class E 350 4MATIC,2014,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Nissan,Juke SL,2012,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,CLS-Class CLS 550,2012,402.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Audi,A3 2.0T Premium,2012,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Lexus,GX 460 Base,2018,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Mustang Premium,2007,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,,,
Honda,Pilot EX-L,2011,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
BMW,540 i,2017,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Chrysler,300 S,2012,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
RAM,2500 Longhorn,2015,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,,,
Acura,TSX Base,2005,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,,,
Lotus,Evora 2+2,2011,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Avalanche 1500 LT,2010,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,,,
Ford,F-150 XLT,2019,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,,,
Toyota,Tundra SR5,2020,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Honda,Fit Sport,2007,109.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Silverado 2500 LTZ,2016,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,,,
Honda,Accord Crosstour EX-L,2010,271.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Ford,F-250 XLT Super Duty,2001,260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,,,
RAM,1500 TRX,2021,702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Buick,Envision Essence,2020,2.5L I4 16V GDI DOHC,,,
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,CLS 450 Base,2019,369.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,,,
Jeep,Wrangler Unlimited Sport,2017,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,S-Class S 63 AMG,2008,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Hyundai,Genesis Coupe 3.8 Track,2010,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
Ford,Mustang Mach-E GT,2022,480.0HP Electric Motor Electric Fuel System,,,
GMC,Canyon Elevation Standard,2022,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Jaguar,XK Base,2013,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
Ford,F-250 LARIAT,2021,Intercooled Turbo Diesel V-8 6.7 L/406,,,
Toyota,RAV4 Base,2009,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Ford,Expedition Platinum,2018,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Unlimited 4xe Sahara,2021,2.0L I4 16V GDI DOHC Turbo Hybrid,,,
Ford,F-150 XLT,2016,282.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,,,
Tesla,Model S Plaid,2021,1020.0HP Electric Motor Electric Fuel System,,,
Toyota,Tacoma SR5,2018,3.5L V6 24V PDI DOHC,,,
Audi,TT Roadster quattro,2002,225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,,,
Toyota,Highlander Hybrid Limited Platinum,2019,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,,,
Jeep,Liberty Sport,2008,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,,,
Toyota,Sequoia Limited,2018,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Transit-350 Base,2020,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Subaru,BRZ Limited,2013,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Volvo,XC60 3.2,2012,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,,,
Subaru,Impreza WRX Sti Special Edition,2010,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Bolt EV LT,2018,200.0HP Electric Motor Electric Fuel System,,,
Chevrolet,Monte Carlo Supercharged SS,2004,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
Cadillac,Escalade Platinum Edition,2012,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,,,
Chrysler,300M Base,2004,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,360.0HP 6.6L 8 Cylinder Engine Diesel Fuel,,,
Mercedes-Benz,AMG C 63 S,2017,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
Ferrari,488 Spider Base,2019,660.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,,,
Acura,TLX V6 Tech,2015,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Corvette Z06,2006,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,,,
Lexus,NX 350h Premium,2024,240.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,,,
Mercedes-Benz,SLK-Class SLK 350,2008,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Unlimited Sahara,2020,2.0L I4 16V GDI DOHC Turbo,,,
Chevrolet,Silverado 1500 LT,2012,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,,,
Lexus,GX 460 Base,2010,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Unlimited X,2008,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
RAM,1500 Tradesman/Express,2017,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Explorer ST,2021,3.0L V6 24V GDI DOHC Twin Turbo,,,
Mercedes-Benz,G 550 4x4 Squared Base,2017,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
BMW,M4 Competition,2021,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Colorado ZR2,2019,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Lincoln,Navigator L Select,2016,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,E-Class E 350,2016,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Ford,Mustang Shelby GT500,2007,500.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,,,
Dodge,Charger SRT8,2008,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,,,
Jaguar,XK Base,2007,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,,,
Honda,Civic EX,2020,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,,,
Subaru,Impreza 2.0i,2019,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Saab,9-3 Aero,2009,280.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,,,
BMW,650 Gran Coupe i xDrive,2014,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Unlimited Sport,2018,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Ford,F-350 King Ranch,2015,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,,,
Mazda,CX-30 Preferred,2020,2.5L I4 16V GDI DOHC,,,
Jeep,Wrangler Sport,2000,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Lexus,RX 330 Base,2006,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,,,
INFINITI,QX56 Base,2011,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,,,
Hyundai,Veloster Value Edition,2017,1.6L I4 16V GDI DOHC,,,
Chevrolet,Silverado 1500 LT Extended Cab,2002,285.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,,,
Rivian,R1S Launch Edition,2022,835.0HP Electric Motor Electric Fuel System,,,
Land,Rover Range Rover HSE SWB,2020,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,,,
BMW,M4 Base,2020,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,E-Class E 350,2014,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Honda,Accord Hybrid Base,2021,2.0L I4 16V MPFI DOHC Hybrid,,,
Toyota,Prius v Three,2016,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,,,
Subaru,WRX Premium,2022,271.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,,,
Bentley,Bentayga Speed,2020,6.0L W12 48V PDI DOHC Twin Turbo,,,
Ford,Explorer ST,2022,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Suburban LT,2016,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,,,
Chevrolet,Silverado 1500 Limited Custom,2022,2.7 Liter DOHC Turbo,,,
Ford,Explorer Platinum,2020,3.0L V6 24V GDI DOHC Twin Turbo,,,
Lexus,RX 350 Base,2017,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Ford,Explorer Platinum,2021,3.0L V6 24V GDI DOHC Twin Turbo,,,
Chevrolet,Equinox 2LT,2012,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Dodge,Challenger SXT,2022,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Porsche,911 Carrera,2021,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,,,
Volvo,XC70 T6 Platinum,2012,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Lexus,GX 470 Base,2005,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,,,
Porsche,911 Carrera GTS,2015,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,,,
Volvo,XC70 3.2,2008,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,,,
Nissan,350Z NISMO,2008,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Porsche,911 Turbo,2007,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover SWB,2020,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,,,
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,,,
Lexus,IS 350 Base,2007,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Porsche,Macan S,2015,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover 5.0L Supercharged,2016,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
GMC,Savana 2500 Work Van,2018,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,,,
Toyota,4Runner SR5,2018,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,,,
Hyundai,Palisade SEL,2020,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
GMC,Sierra 2500 Denali,2015,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,,,
Genesis,GV70 3.5T Sport,2022,3.5L V6 24V PDI DOHC Twin Turbo,,,
Dodge,Ram Van 1500,2002,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Impala 1LT,2017,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Audi,A4 2.0T Premium Plus,2015,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,,,
Nissan,Altima 2.5 S,2003,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Porsche,911 Carrera 4S,2017,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,,,
BMW,X1 xDrive 28i,2015,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
GMC,Yukon Denali,2018,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Land,Rover Defender SE,2021,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,,,
Porsche,911 Turbo S,2023,3.8L H6 24V GDI DOHC Twin Turbo,,,
Toyota,Land Cruiser Base,2000,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,,,
Scion,xB Base,2011,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,,,
Honda,S2000 Base,2001,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Mazda,CX-30 Select,2020,2.5L I4 16V GDI DOHC,,,
BMW,M4 Competition,2023,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Porsche,911 Carrera 4S,2006,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,,,
Ford,F-250 Lariat,2015,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,,,
Chevrolet,Corvette Base,2007,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,,,
Lexus,LS 460 L,2008,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Toyota,Sienna XSE 25th Anniversary,2023,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,,,
Mercedes-Benz,AMG G 63 Base,2021,4.0L V8 32V GDI DOHC Twin Turbo,,,
Audi,A4 2.0T Premium quattro,2011,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,GLC 300 Base 4MATIC,2018,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Porsche,911 Turbo Cabriolet,2009,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,,,
Toyota,86 860 Special Edition,2017,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Jaguar,XJ8 L,2000,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Corvette Base,1996,300.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Tesla,Model 3 Long Range,2018,271.0HP Electric Motor Electric Fuel System,,,
Hyundai,Tucson SEL,2022,2.5L I4 16V PDI DOHC,,,
Porsche,911 Carrera S,2007,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,,,
Lincoln,Nautilus Reserve,2021,2.0L I4 16V GDI DOHC Turbo,,,
Ford,Mustang Boss 302,2012,444.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
Cadillac,Escalade Premium Luxury,2017,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
MINI,Cooper Base,2010,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,,,
Dodge,Durango R/T,2022,5.7L V8 16V MPFI OHV,,,
BMW,X5 xDrive35i,2018,3.0L I6 24V GDI DOHC Turbo,,,
Chevrolet,Corvette Base,2010,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Jaguar,XE 20d Prestige,2018,2.0 Liter,,,
Dodge,Challenger R/T,2021,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
BMW,550 i xDrive,2016,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Explorer XLT,2022,2.3L I4 16V GDI DOHC Turbo,,,
GMC,Yukon XL Denali,2023,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
INFINITI,QX80 SENSORY,2022,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover 3.0L Supercharged,2014,340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,,,
Honda,Pilot EX-L,2020,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Pontiac,Firebird Base,2001,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
Toyota,4Runner Limited,2016,4.0L V6 24V MPFI DOHC,,,
Porsche,911 Carrera Cabriolet,2006,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,,,
BMW,i8 Base,2019,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,,,
Nissan,Maxima GLE,2000,222.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Pontiac,Firebird Trans Am,2001,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Suburban Premier,2018,5.3L V8 16V GDI OHV,,,
BMW,X2 xDrive28i,2018,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
BMW,750 i xDrive,2014,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,,,
Volvo,S60 T5 Premier Plus,2015,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,,,
Tesla,Model Y Long Range,2022,425.0HP Electric Motor Electric Fuel System,,,
Ford,F-350 Platinum,2019,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,,,
Volkswagen,ID.4 Pro S,2023,Battery Electric,,,
Audi,A3 2.0T Premium,2016,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Ford,Explorer Limited,2020,2.3L I4 16V GDI DOHC Turbo,,,
Ford,Mustang GT Premium,2020,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,,,
Honda,S2000 Base,2003,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
BMW,M235 i,2015,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Lamborghini,Aventador S Base,2018,729.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,,,
Dodge,Durango SLT,2004,335.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Nissan,Armada LE,2005,305.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,,,
Kia,Sorento S,2021,2.5L I4 16V PDI DOHC,,,
Chevrolet,Silverado 1500 RST,2020,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Impala Base,2004,180.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,,,
Toyota,Tacoma PreRunner,2011,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,,,
McLaren,570S Spider,2018,3.8L V8 32V MPFI DOHC Twin Turbo,,,
Pontiac,Firebird Trans Am,1997,285.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Kia,Stinger GT1,2019,"3.3L V-6 gasoline direct injection, DOHC, D-CVVT variable valve",,,
Ford,Escape SE,2017,179.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,,,
Lamborghini,Huracan EVO Coupe,2021,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",,,
Jeep,Wrangler Unlimited Sport,2014,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover Sport HST MHEV,2020,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,,,
Chevrolet,Silverado 1500 Base,1999,255.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,,,
Cadillac,XLR V,2008,443.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Fusion Hybrid Titanium,2014,2.0L I4 16V MPFI DOHC Hybrid,,,
RAM,2500 SLT,2015,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,,,
Tesla,Model Y Long Range,2020,425.0HP Electric Motor Electric Fuel System,,,
Toyota,Highlander XLE,2018,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Ford,F-150 XLT,2019,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,,,
GMC,Acadia SLE-2,2015,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Porsche,Boxster Base,2005,240.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,,,
Dodge,Charger R/T,2014,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover Sport Supercharged HSE,2016,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,,,
Ford,Mustang GT,2006,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Alfa,Romeo Giulia Ti,2020,2.0L I4 16V GDI SOHC Turbo,,,
Tesla,Model S 90D,2016,417.0HP Electric Motor Electric Fuel System,,,
Jaguar,XK8 Base,1997,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,GLC 300 GLC 300,2021,2.0 Liter Turbo,,,
Chevrolet,Corvette Stingray w/3LT,2021,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Buick,Regal Turbo - Premium 1,2012,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Audi,A4 2.0T Premium,2014,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,,,
Jeep,Gladiator Overland,2020,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover Westminster SWB,2022,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,,,
GMC,Yukon XL Denali,2017,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Ford,Ranger Lariat,2019,2.3L I4 16V GDI DOHC Turbo,,,
Volkswagen,Passat 2.0T SE,2020,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Porsche,911 Carrera,2020,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,,,
Chevrolet,Corvette Stingray w/1LT,2021,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,,,
Land,Rover Range Rover HSE,2011,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,,,
Lexus,RX 450h F Sport Handling,2022,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,,,
Porsche,911 GT3 RS,2019,4.0L H6 24V GDI DOHC,,,
Ford,Expedition Platinum,2020,3.5L V6 24V GDI DOHC Twin Turbo,,,
Toyota,Tacoma PreRunner,2008,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,,,
Toyota,Mirai Base,2016,151.0HP Electric Motor Hydrogen Fuel,,,
Ford,Explorer Sport Trac XLT,2007,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,C-Class C 300 Luxury,2015,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Cadillac,SRX Standard,2016,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Chrysler,Town & Country Touring-L,2012,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,,,
Porsche,911 Carrera,2023,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,,,
Porsche,718 Cayman GT4,2021,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,,,
Ford,F-350 Lariat,2018,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,,,
Ford,Mustang Mach-E Select,2021,266.0HP Electric Motor Electric Fuel System,,,
Ford,F-150 XL,2014,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Mazda,CX-30 Base,2020,2.5L I4 16V GDI DOHC,,,
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,,,
BMW,M4 Base,2017,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Sport,2017,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Jeep,Wrangler Sport,2020,2.0L I4 16V GDI DOHC Turbo,,,
Chevrolet,Silverado 1500 LS,2003,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,,,
MINI,Hardtop Cooper,2014,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Honda,Element EX,2008,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,,,
Porsche,911 Carrera 4S,2017,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,,,
Subaru,Impreza Outback Sport Wagon,2008,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,,,
Cadillac,XT5 Premium Luxury,2021,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,,
Nissan,Kicks S,2022,1.6L I4 16V MPFI DOHC,,,
Kia,Seltos S,2021,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
GMC,Yukon SLE,2016,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,,,
Mercedes-Benz,GLE 350 Base 4MATIC,2020,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
Ford,Explorer XLT,2020,2.3L I4 16V GDI DOHC Turbo,,,
Subaru,Impreza 2.0i Premium,2017,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,,
INFINITI,QX80 Base,2017,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,,,
Kia,Telluride S,2023,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
Pontiac,Solstice Base,2007,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,,,
Mazda,Mazda6 Carbon Edition,2021,2.5L I4 16V,,,
Ford,Transit-350 Base,2015,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,,
Hyundai,Genesis Coupe 3.8 Grand Touring,2013,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,,,
Dodge,Dart SE,2013,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,,,
