Brand,Model,Year,Age,Kilometer,Fuel Type,Fuel Type,Engine,Max Power,Transmission,Seats,Price
Maruti Suzuki,Alto 800 Lxi CNG,2015,10,72000,Other,Other,796 cc,47 bhp,Manual,5,245000
Mercedes-Benz,GLA 200 Sport,2019,6,24000,Petrol,Petrol,1991 cc,181 bhp,Automatic,5,3100000
Audi,A6 2.0 TDI Premium,2012,13,42000,Diesel,Diesel,1968 cc,177 bhp,Automatic,5,1490000
BMW,5-Series 530d M Sport,2018,7,27600,Diesel,Diesel,2993 cc,258 bhp,Automatic,5,6000000
Maruti Suzuki,Alto VXi,2015,10,31000,Petrol,Petrol,998 cc,67 bhp,Manual,5,295000
Maruti Suzuki,Eeco 7 STR,2018,7,32000,Petrol,Petrol,1196 cc,73 bhp,Manual,7,450000
Toyota,Innova 2.4 VX 7 STR,2018,7,55000,Diesel,Diesel,2393 cc,148 bhp,Manual,7,1989999
Lexus,ES 300h,2017,8,31059,Petrol,Petrol,2494 cc,202 bhp,Automatic,5,3900000
Honda,City V Diesel,2016,9,72200,Diesel,Diesel,1498 cc,99 bhp,Manual,5,635000
Tata,Safari 2.2 EX 4x2,2013,12,72000,Diesel,Diesel,2179 cc,138 bhp,Manual,7,575000
Maruti Suzuki,S-Cross Alpha 1.6,2016,9,77000,Diesel,Diesel,1598 cc,118 bhp,Manual,5,590000
Honda,City VX,2020,5,26497,Petrol,Petrol,1497 cc,117 bhp,Manual,5,1199000
Hyundai,i10 Asta 1.2 AT Kappa2 with Sunroof,2013,12,57000,Petrol,Petrol,1197 cc,79 bhp,Automatic,5,380000
Maruti Suzuki,Alto VXi AMT,2015,10,20100,Petrol,Petrol,998 cc,67 bhp,Automatic,5,365000
Audi,A4 1.8 TFSI Multitronic Premium Plus,2010,15,67000,Petrol,Petrol,1798 cc,170 bhp,Automatic,5,1000000
Mahindra,Thar LX 4-STR Hard Top Diesel MT,2021,4,14500,Diesel,Diesel,2184 cc,130 bhp,Manual,4,1800000
Kia,Seltos HTK Plus AT 1.5 Diesel,2021,4,30000,Diesel,Diesel,1493 cc,113 bhp,Automatic,5,1275000
Mercedes-Benz,C-Coupe 43 AMG 4MATIC,2020,5,19000,Petrol,Petrol,2996 cc,385 bhp,Automatic,4,7000000
Mahindra,XUV500 W10 AT 1.99,2016,9,110000,Diesel,Diesel,1997 cc,138 bhp,Automatic,7,955000
Mahindra,TUV300 T6 Plus,2015,10,115339,Diesel,Diesel,1493 cc,100 bhp,Manual,7,630000
Audi,Q5 40 TDI Premium Plus,2020,5,18000,Diesel,Diesel,1968 cc,188 bhp,Automatic,5,4475000
Mahindra,Thar LX 4-STR Hard Top Diesel AT,2022,3,4500,Diesel,Diesel,2184 cc,130 bhp,Automatic,4,1950000
BMW,5-Series 525d Sedan,2011,14,56000,Diesel,Diesel,1995 cc,217 bhp,Automatic,5,1295000
Hyundai,Creta E Plus 1.6 Petrol,2017,8,49000,Petrol,Petrol,1591 cc,122 bhp,Manual,5,890000
Mercedes-Benz,GLC 220d 4MATIC Progressive,2022,3,7000,Diesel,Diesel,1950 cc,192 bhp,Automatic,5,6750000
BMW,3-Series 320d Sport Line,2015,10,78362,Diesel,Diesel,1995 cc,184 bhp,Automatic,5,2275000
Mahindra,Thar LX 4-STR Convertible Diesel AT,2020,5,30000,Diesel,Diesel,2184 cc,130 bhp,Automatic,4,1864999
Hyundai,i20 Active 1.4 SX,2015,10,59000,Diesel,Diesel,1396 cc,89 bhp,Manual,5,540000
BMW,X1 sDrive20d xLine,2018,7,49000,Diesel,Diesel,1995 cc,184 bhp,Automatic,5,3125000
Mercedes-Benz,M-Class ML 350 CDI,2014,11,60513,Diesel,Diesel,2997 cc,254 bhp,Automatic,5,3200000
Mercedes-Benz,GLA 200 d Sport,2019,6,56500,Diesel,Diesel,2143 cc,134 bhp,Automatic,5,2750000
Hyundai,Verna Fluidic 1.6 CRDi SX,2013,12,71000,Diesel,Diesel,1582 cc,126 bhp,Manual,5,400000
Audi,Q7 45 TDI Technology Pack,2016,9,88000,Diesel,Diesel,2967 cc,245 bhp,Automatic,7,3750000
Hyundai,Creta 1.4 S,2018,7,68000,Diesel,Diesel,1396 cc,89 bhp,Manual,5,800000
Maruti Suzuki,Vitara Brezza ZDi,2017,8,94827,Diesel,Diesel,1248 cc,89 bhp,Manual,5,780000
Maruti Suzuki,Estilo LXi BS-IV,2010,15,62000,Petrol,Petrol,998 cc,67 bhp,Manual,5,220000
Maruti Suzuki,Wagon R LXi CNG,2012,13,57000,Other,Other,998 cc,59 bhp,Manual,5,225000
BMW,X1 sDrive20d Expedition,2017,8,22120,Diesel,Diesel,1995 cc,188 bhp,Automatic,5,2385000
BMW,X1 sDrive20d xLine,2019,6,11000,Diesel,Diesel,1995 cc,184 bhp,Automatic,5,3400000
Audi,A6 35 TFSI Matrix,2017,8,58000,Petrol,Petrol,1798 cc,190 bhp,Automatic,5,2850000
Maruti Suzuki,Vitara Brezza ZDi,2019,6,54572,Diesel,Diesel,1248 cc,89 bhp,Manual,5,990000
Honda,City 1.5 V AT,2010,15,56000,Petrol,Petrol,1497 cc,118 bhp,Automatic,5,325000
Honda,City 1.5 V AT,2011,14,89000,Petrol,Petrol,1497 cc,118 bhp,Automatic,5,325000
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,2014,11,42000,Diesel,Diesel,1498 cc,103 bhp,Automatic,5,549000
Renault,Pulse RxL ABS Diesel,2017,8,6000,Diesel,Diesel,1461 cc,63 bhp,Manual,5,340000
Honda,Amaze 1.5 E i-DTEC,2013,12,79500,Diesel,Diesel,1498 cc,99 bhp,Manual,5,425000
BMW,3-Series 320d Luxury Line,2015,10,82000,Diesel,Diesel,1995 cc,188 bhp,Automatic,5,1689999
Toyota,Innova 2.4 VX 8 STR,2021,4,34228,Diesel,Diesel,2393 cc,148 bhp,Manual,8,2750000
Maruti Suzuki,Swift VDi,2014,11,141334,Diesel,Diesel,1248 cc,74 bhp,Manual,5,515000
Maruti Suzuki,Swift VXi,2018,7,50000,Petrol,Petrol,1197 cc,83 bhp,Manual,5,550000
Nissan,Terrano XL D THP 110 PS,2014,11,65000,Diesel,Diesel,1461 cc,108 bhp,Manual,5,550000
Tata,Tiago Revotron XZA,2018,7,20000,Petrol,Petrol,1199 cc,84 bhp,Automatic,5,555000
Maruti Suzuki,Celerio ZXi,2017,8,24000,Petrol,Petrol,998 cc,67 bhp,Manual,5,391000
Maruti Suzuki,Ignis Delta 1.2 AMT,2017,8,36000,Petrol,Petrol,1197 cc,82 bhp,Automatic,5,560000
Audi,Q3 2.0 TDI quattro Premium Plus,2013,12,117000,Diesel,Diesel,1968 cc,174 bhp,Automatic,5,1420000
Volkswagen,Polo Highline Plus 1.0L TSI,2021,4,24000,Petrol,Petrol,999 cc,109 bhp,Manual,5,950000
Maruti Suzuki,Baleno Sigma 1.2,2017,8,82000,Petrol,Petrol,1197 cc,83 bhp,Manual,5,490000
Hyundai,Creta 1.6 SX,2016,9,78000,Diesel,Diesel,1582 cc,126 bhp,Manual,5,1044999
Audi,Q7 45 TDI Technology Pack,2017,8,45000,Diesel,Diesel,2967 cc,245 bhp,Automatic,7,5200000
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,2019,6,50000,Petrol,Petrol,1591 cc,121 bhp,Automatic,5,1125000
MINI,Cooper D 5 Door,2014,11,24000,Diesel,Diesel,1496 cc,114 bhp,Automatic,5,1950000
Maruti Suzuki,Swift DZire VXi,2009,16,77000,Petrol,Petrol,1298 cc,87 bhp,Manual,5,260000
Hyundai,i10 Magna 1.2,2009,16,55000,Petrol,Petrol,1197 cc,80 bhp,Manual,5,165000
Hyundai,Xcent S 1.2,2018,7,66000,Petrol,Petrol,1197 cc,81 bhp,Manual,5,490000
Maruti Suzuki,Alto VXi,2012,13,37000,Petrol,Petrol,998 cc,67 bhp,Manual,5,185000
Honda,City 1.5 V MT,2012,13,80350,Petrol,Petrol,1497 cc,116 bhp,Manual,5,375000
Mercedes-Benz,C-Class 220 BlueEfficiency,2013,12,102000,Diesel,Diesel,2143 cc,170 bhp,Automatic,5,975000
Maruti Suzuki,Swift VXi,2016,9,48200,Petrol,Petrol,1197 cc,83 bhp,Manual,5,450000
Maruti Suzuki,Swift DZire VDI,2015,10,55000,Diesel,Diesel,1248 cc,74 bhp,Manual,5,459999
Lexus,ES 300h Exquisite,2020,5,14000,Other,Other,2487 cc,176 bhp,Automatic,5,5200000
Hyundai,Elite i20 Sportz 1.2 MT,2020,5,25000,Petrol,Petrol,1197 cc,82 bhp,Manual,5,700000
Volkswagen,Polo Highline Plus 1.0L TSI,2020,5,20124,Petrol,Petrol,999 cc,109 bhp,Manual,5,1025000
Hyundai,Grand i10 Asta 1.2 Kappa VTVT,2015,10,55660,Petrol,Petrol,1197 cc,81 bhp,Manual,5,380000
Skoda,Octavia Style 1.8 TSI AT,2015,10,94580,Petrol,Petrol,1798 cc,177 bhp,Automatic,5,819999
Mercedes-Benz,GLA 200 Sport,2015,10,45000,Petrol,Petrol,1991 cc,181 bhp,Automatic,5,1691000
Mercedes-Benz,GLC 220d 4MATIC Progressive,2019,6,10000,Diesel,Diesel,1950 cc,192 bhp,Automatic,5,5200000
Maruti Suzuki,Ciaz VDi SHVS,2016,9,57000,Diesel,Diesel,1248 cc,89 bhp,Manual,5,725000
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,2021,4,45000,Other,Other,1197 cc,68 bhp,Manual,5,725000
Maruti Suzuki,Alto LXi CNG,2011,14,90342,Other,Other,796 cc,39 bhp,Manual,5,155000
Honda,Amaze 1.2 VX MT Petrol,2022,3,1000,Petrol,Petrol,1199 cc,89 bhp,Manual,5,700000
Hyundai,Verna Fluidic 1.6 CRDi SX,2011,14,135000,Diesel,Diesel,1582 cc,126 bhp,Manual,5,235000
Toyota,Fortuner 3.0 4x4 MT,2014,11,123000,Diesel,Diesel,2982 cc,169 bhp,Manual,7,1975000
Mahindra,XUV500 W8 AWD,2012,13,47531,Diesel,Diesel,2179 cc,140 bhp,Manual,7,810000
Kia,Seltos HTX Plus 1.5 Diesel,2019,6,79000,Diesel,Diesel,1493 cc,113 bhp,Manual,5,1350000
Mahindra,Scorpio VLX 2WD Airbag BS-IV,2011,14,95000,Diesel,Diesel,2179 cc,120 bhp,Manual,8,450000
Hyundai,i10 Magna 1.2 Kappa2,2011,14,53000,Petrol,Petrol,1197 cc,79 bhp,Manual,5,250000
Hyundai,Elite i20 Asta 1.4 CRDI,2020,5,30000,Diesel,Diesel,1396 cc,89 bhp,Manual,5,819999
Toyota,Fortuner 2.8 4x4 AT,2017,8,65000,Diesel,Diesel,2755 cc,174 bhp,Automatic,7,2690000
Hyundai,Creta SX 1.6 AT CRDi,2018,7,440000,Diesel,Diesel,1582 cc,126 bhp,Automatic,5,1240000
Honda,City VX,2016,9,63088,Petrol,Petrol,1497 cc,117 bhp,Manual,5,790000
Hyundai,i10 Magna (O),2008,17,62000,Petrol,Petrol,1086 cc,67 bhp,Manual,5,150000
Chevrolet,Cruze LTZ,2011,14,80000,Diesel,Diesel,1991 cc,150 bhp,Manual,5,400000
BMW,X5 xDrive30d xLine,2020,5,29000,Diesel,Diesel,2993 cc,262 bhp,Automatic,5,8300000
Volvo,S90 D4 Inscription,2020,5,2600,Diesel,Diesel,1969 cc,187 bhp,Automatic,5,6000000
Hyundai,Xcent S 1.1 CRDi (O),2014,11,81000,Diesel,Diesel,1120 cc,71 bhp,Manual,5,390000
Hyundai,Verna Fluidic 1.6 VTVT SX,2011,14,73000,Petrol,Petrol,1591 cc,121 bhp,Manual,5,385000
Ford,Endeavour Titanium 3.2 4x4 AT,2019,6,34000,Diesel,Diesel,3198 cc,197 bhp,Automatic,7,3650000
Hyundai,Verna Fluidic 1.6 VTVT SX,2013,12,36623,Petrol,Petrol,1591 cc,121 bhp,Manual,5,547000
Hyundai,Creta SX 1.6 AT Petrol,2018,7,30000,Petrol,Petrol,1591 cc,122 bhp,Automatic,5,1295000
Hyundai,i10 Sportz 1.2 Kappa2,2011,14,64000,Petrol,Petrol,1197 cc,79 bhp,Manual,5,250000
Toyota,Corolla Altis VL AT Petrol,2019,6,39000,Petrol,Petrol,1798 cc,138 bhp,Automatic,5,1670000
Maruti Suzuki,Vitara Brezza ZDi,2017,8,70000,Diesel,Diesel,1248 cc,89 bhp,Manual,5,890000
Audi,A3 35 TDI Premium Plus + Sunroof,2019,6,36000,Diesel,Diesel,1968 cc,141 bhp,Automatic,5,2380000
Maruti Suzuki,Baleno Alpha Automatic,2018,7,40000,Petrol,Petrol,1197 cc,82 bhp,Automatic,5,775000
Volkswagen,Polo 1.5 TDI,2014,11,62000,Diesel,Diesel,1498 cc,89 bhp,Manual,5,500000
Mercedes-Benz,C-Class 250 CDI Avantgarde,2011,14,97000,Diesel,Diesel,2143 cc,207 bhp,Automatic,5,675000
Volkswagen,Polo Highline1.2L (P),2014,11,43550,Petrol,Petrol,1198 cc,74 bhp,Manual,5,525000
Ford,Ecosport Titanium + 1.5L TDCi,2019,6,28000,Diesel,Diesel,1498 cc,99 bhp,Manual,5,850000
Renault,Kwid 1.0 RXL,2018,7,47874,Petrol,Petrol,999 cc,67 bhp,Manual,5,390000
Hyundai,Verna 1.6 CRDI SX (O),2018,7,87001,Diesel,Diesel,1582 cc,126 bhp,Manual,5,965000
Ssangyong,Rexton RX7,2013,12,72000,Diesel,Diesel,2696 cc,184 bhp,Automatic,7,975000
BMW,X1 sDrive20d xLine,2019,6,59000,Diesel,Diesel,1995 cc,184 bhp,Automatic,5,3025000
Toyota,Innova 2.5 V 7 STR,2012,13,143477,Diesel,Diesel,2494 cc,102 bhp,Manual,7,650000
Audi,A3 35 TDI Premium Plus,2014,11,85900,Diesel,Diesel,1968 cc,141 bhp,Automatic,5,1390000
Maruti Suzuki,DZire ZXi AGS,2022,3,10000,Petrol,Petrol,1197 cc,89 bhp,Automatic,5,950000
Audi,Q7 45 TDI Technology Pack,2018,7,47000,Diesel,Diesel,2967 cc,245 bhp,Automatic,7,5900000
Maruti Suzuki,Swift VXi,2014,11,55000,Petrol,Petrol,1197 cc,85 bhp,Manual,5,409999
Volkswagen,Ameo Trendline 1.5L (D),2017,8,69508,Diesel,Diesel,1498 cc,109 bhp,Manual,5,575000
Honda,City ZX Diesel,2022,3,2500,Diesel,Diesel,1498 cc,98 bhp,Manual,5,1450000
Maruti Suzuki,SX4 VXi,2010,15,64000,Petrol,Petrol,1586 cc,102 bhp,Manual,5,185000
Mercedes-Benz,E-Class E200 CGI Blue Efficiency,2014,11,53089,Petrol,Petrol,1796 cc,186 bhp,Automatic,5,1650000
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT,2018,7,90000,Petrol,Petrol,1462 cc,103 bhp,Automatic,5,823000
Tata,Harrier XZ,2021,4,23000,Diesel,Diesel,1956 cc,168 bhp,Manual,5,2095000
Maruti Suzuki,Wagon R LXi,2012,13,55000,Petrol,Petrol,998 cc,68 bhp,Manual,5,350000
Hyundai,Grand i10 Magna U2 1.2 CRDi,2016,9,64000,Diesel,Diesel,1186 cc,74 bhp,Manual,5,335000
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,2020,5,52236,Petrol,Petrol,1197 cc,81 bhp,Manual,5,649000
Honda,City 1.5 V MT,2013,12,76000,Petrol,Petrol,1497 cc,116 bhp,Manual,5,400000
BMW,3-Series 330i M Sport Edition,2020,5,19000,Petrol,Petrol,1998 cc,248 bhp,Automatic,5,5500000
Toyota,Fortuner 3.0 4x2 MT,2013,12,97000,Diesel,Diesel,2982 cc,169 bhp,Manual,7,1375000
Hyundai,Creta SX Plus 1.6 AT CRDI,2018,7,76000,Diesel,Diesel,1582 cc,126 bhp,Automatic,5,1190000
Tata,Harrier XT Plus Dark Edition,2021,4,15000,Diesel,Diesel,1956 cc,168 bhp,Manual,5,1930000
Toyota,Innova 2.5 GX BS IV 7 STR,2015,10,98000,Diesel,Diesel,2494 cc,101 bhp,Manual,7,990000
Hyundai,Elite i20 Asta 1.2 (O) [2016],2017,8,36597,Petrol,Petrol,1197 cc,82 bhp,Manual,5,725000
Mercedes-Benz,C-Class C220d Progressive,2022,3,500,Diesel,Diesel,1950 cc,192 bhp,Automatic,5,6100000
Maruti Suzuki,Ciaz VXi,2015,10,48000,Petrol,Petrol,1373 cc,91 bhp,Manual,5,575000
Land Rover,Discovery Sport HSE Luxury,2016,9,55000,Diesel,Diesel,1999 cc,177 bhp,Automatic,7,3200000
Toyota,Innova ZX 2.4 AT 7 STR,2022,3,16000,Diesel,Diesel,2393 cc,148 bhp,Automatic,7,2850000
Maruti Suzuki,Ertiga ZXI+,2016,9,53000,Petrol,Petrol,1373 cc,94 bhp,Manual,7,725000
Nissan,Sunny XV Diesel,2013,12,35000,Diesel,Diesel,1461 cc,85 bhp,Manual,5,380000
Honda,Amaze 1.2 VX AT i-VTEC,2014,11,50000,Petrol,Petrol,1199 cc,89 bhp,Automatic,5,434999
Volkswagen,Polo Comfortline 1.2L (P),2016,9,52600,Petrol,Petrol,1198 cc,74 bhp,Manual,5,425000
Honda,Amaze 1.2 E MT Petrol,2020,5,25000,Petrol,Petrol,1199 cc,89 bhp,Manual,5,675000
Hyundai,Xcent S 1.2,2014,11,74000,Petrol,Petrol,1197 cc,81 bhp,Manual,5,399000
Volkswagen,Vento Highline Diesel AT,2015,10,85000,Diesel,Diesel,1498 cc,103 bhp,Automatic,5,685000
Volkswagen,Vento Highline Plus 1.6 (P),2021,4,35000,Petrol,Petrol,1598 cc,103 bhp,Manual,5,940000
Mercedes-Benz,GLS 450 4MATIC,2021,4,17000,Petrol,Petrol,2999 cc,362 bhp,Automatic,7,13100000
Audi,Q5 2.0 TDI quattro Technology Pack,2016,9,57000,Diesel,Diesel,1968 cc,174 bhp,Automatic,5,2690000
Honda,City VX,2021,4,10000,Petrol,Petrol,1497 cc,117 bhp,Manual,5,1255000
Audi,Q5 3.0 TDI quattro,2009,16,63300,Diesel,Diesel,2967 cc,240 bhp,Automatic,5,825000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT,2014,11,46000,Petrol,Petrol,1197 cc,81 bhp,Manual,5,390000
Hyundai,Verna Fluidic 1.6 CRDi SX Opt,2014,11,64000,Diesel,Diesel,1582 cc,126 bhp,Manual,5,525000
Audi,Q2 Premium 40 TFSI quattro,2022,3,4600,Petrol,Petrol,1984 cc,188 bhp,Automatic,5,3450000
Mercedes-Benz,CLA 200 CDI Sport (CBU),2018,7,23000,Diesel,Diesel,2143 cc,134 bhp,Automatic,5,2825000
Mahindra,XUV500 W10,2017,8,144933,Diesel,Diesel,2179 cc,138 bhp,Manual,7,1090000
Honda,City 1.5 S MT,2009,16,80000,Petrol,Petrol,1497 cc,118 bhp,Manual,5,275000
Toyota,Etios 1.2 G,2015,10,32545,Petrol,Petrol,1197 cc,79 bhp,Manual,5,434999
Hyundai,Tucson GL 2WD AT Diesel,2019,6,31000,Diesel,Diesel,1995 cc,182 bhp,Automatic,5,2089999
Maruti Suzuki,Swift DZire VDI,2015,10,50000,Diesel,Diesel,1248 cc,74 bhp,Manual,5,500000
Maruti Suzuki,Swift DZire VDI,2015,10,65000,Diesel,Diesel,1248 cc,74 bhp,Manual,5,400000
Hyundai,i10 Era 1.1 iRDE2,2012,13,26000,Petrol,Petrol,1086 cc,68 bhp,Manual,5,225000
Mahindra,XUV300 1.5 W6,2021,4,27000,Diesel,Diesel,1497 cc,115 bhp,Manual,5,965000
Hyundai,Creta E Plus 1.4 CRDI,2017,8,62000,Diesel,Diesel,1396 cc,89 bhp,Manual,5,825000
Hyundai,Santro GL Plus,2012,13,17000,Petrol,Petrol,1086 cc,62 bhp,Manual,5,254999
Mahindra,Bolero SLE BS IV,2015,10,39234,Diesel,Diesel,2523 cc,63 bhp,Manual,7,525000
Ford,Ecosport Trend 1.5 TDCi,2013,12,72000,Diesel,Diesel,1498 cc,89 bhp,Manual,5,285000
Chevrolet,Beat LT Diesel,2011,14,41215,Diesel,Diesel,936 cc,58 bhp,Manual,5,229999
Volvo,XC40 T4 R-Design,2020,5,16519,Petrol,Petrol,1969 cc,187 bhp,Automatic,5,4400000
Maruti Suzuki,Alto VXi,2011,14,51000,Petrol,Petrol,998 cc,67 bhp,Manual,5,200000
Maruti Suzuki,Vitara Brezza ZDi Plus AGS,2019,6,74179,Diesel,Diesel,1248 cc,89 bhp,Automatic,5,1011000
Mercedes-Benz,GLC 220d 4MATIC Progressive,2020,5,13000,Diesel,Diesel,1950 cc,192 bhp,Automatic,5,6500000
Maruti Suzuki,S-Cross Alpha 1.6,2019,6,31056,Diesel,Diesel,1598 cc,118 bhp,Manual,5,1063000
Maruti Suzuki,Ertiga VXI AT,2016,9,49148,Petrol,Petrol,1373 cc,94 bhp,Automatic,7,675000
Mercedes-Benz,E-Class E 220 d Avantgarde,2021,4,13000,Diesel,Diesel,1950 cc,192 bhp,Automatic,5,7475000
Mercedes-Benz,GLC 220d 4MATIC Progressive,2021,4,19000,Diesel,Diesel,1950 cc,192 bhp,Automatic,5,7000000
Audi,Q5 2.0 TDI quattro Premium,2015,10,152000,Diesel,Diesel,1968 cc,174 bhp,Automatic,5,2175000
Honda,City VX CVT,2015,10,59000,Petrol,Petrol,1497 cc,117 bhp,Automatic,5,690000
Audi,A3 35 TDI Technology + Sunroof,2016,9,32000,Diesel,Diesel,1968 cc,141 bhp,Automatic,5,1525000
Honda,Accord 2.4 AT,2011,14,72000,Petrol,Petrol,2354 cc,178 bhp,Automatic,5,475000
Hyundai,Verna SX Plus 1.6 CRDi AT,2017,8,80000,Diesel,Diesel,1582 cc,126 bhp,Automatic,5,1123000
Maruti Suzuki,Ertiga ZXi AT,2019,6,21894,Petrol,Petrol,1462 cc,103 bhp,Automatic,7,990000
BMW,5-Series 530d M Sport,2018,7,21000,Diesel,Diesel,2993 cc,258 bhp,Automatic,5,5250000
Honda,Amaze 1.5 VX i-DTEC,2015,10,63587,Diesel,Diesel,1498 cc,99 bhp,Manual,5,515000
Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT,2019,6,32000,Petrol,Petrol,1462 cc,103 bhp,Automatic,5,850000
Maruti Suzuki,Vitara Brezza VDi,2018,7,53694,Diesel,Diesel,1248 cc,89 bhp,Manual,5,865000
Maruti Suzuki,Swift DZire VDi,2009,16,140000,Diesel,Diesel,1248 cc,75 bhp,Manual,5,365000
Mercedes-Benz,GL-Class 350 CDI,2015,10,91100,Diesel,Diesel,2987 cc,258 bhp,Automatic,7,3390000
Audi,A6 2.0 TDI Premium Plus,2014,11,58000,Diesel,Diesel,1968 cc,177 bhp,Automatic,5,1450000
Hyundai,i20 Asta 1.4 CRDI,2012,13,76148,Diesel,Diesel,1396 cc,90 bhp,Manual,5,434999
Mahindra,Scorpio S2,2015,10,104000,Diesel,Diesel,2523 cc,75 bhp,Manual,8,650000
Audi,A4 2.0 TDI (177bhp) Premium Plus,2013,12,50000,Diesel,Diesel,1968 cc,177 bhp,Automatic,5,1175000
Hyundai,Eon Magna +,2017,8,56000,Petrol,Petrol,814 cc,55 bhp,Manual,5,325000
Renault,Duster 85 PS RxL Diesel,2014,11,48000,Diesel,Diesel,1461 cc,84 bhp,Manual,5,525000
Maruti Suzuki,Ertiga ZXi Plus,2021,4,23000,Petrol,Petrol,1462 cc,103 bhp,Manual,7,1225000
Mercedes-Benz,A-Class Sedan 200d,2021,4,5600,Diesel,Diesel,1950 cc,147 bhp,Automatic,5,4200000
Hyundai,Elite i20 Asta 1.2,2015,10,33000,Petrol,Petrol,1197 cc,82 bhp,Manual,5,550000
Hyundai,Creta SX 1.6 CRDi,2019,6,58900,Diesel,Diesel,1582 cc,126 bhp,Manual,5,1275000
Toyota,Innova 2.5 V 7 STR,2012,13,222000,Diesel,Diesel,2494 cc,102 bhp,Manual,7,960000
Land Rover,Discovery Sport HSE Luxury,2016,9,20000,Diesel,Diesel,1999 cc,177 bhp,Automatic,7,3900000
Renault,Kwid RXT,2019,6,32000,Petrol,Petrol,799 cc,53 bhp,Manual,5,434999
Mahindra,Bolero SLE BS III,2017,8,62000,Diesel,Diesel,2523 cc,63 bhp,Manual,7,650000
Maruti Suzuki,Ertiga VXI,2017,8,71000,Petrol,Petrol,1373 cc,94 bhp,Manual,7,775000
Hyundai,i10 Sportz 1.2 AT,2008,17,61000,Petrol,Petrol,1197 cc,80 bhp,Automatic,5,185000
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT,2017,8,29000,Petrol,Petrol,1197 cc,81 bhp,Manual,5,560000
Toyota,Innova 2.5 ZX 7 STR BS-IV,2014,11,158690,Diesel,Diesel,2494 cc,100 bhp,Manual,7,1000000
Mercedes-Benz,GLE 350 d,2016,9,61000,Diesel,Diesel,2987 cc,255 bhp,Automatic,5,5000000
Maruti Suzuki,Ciaz ZDi (O),2016,9,92000,Diesel,Diesel,1248 cc,89 bhp,Manual,5,635000
Maruti Suzuki,DZire VXi,2020,5,42000,Petrol,Petrol,1197 cc,89 bhp,Manual,5,650000
Datsun,Go T (O),2019,6,60969,Petrol,Petrol,1198 cc,67 bhp,Manual,5,345000
Mahindra,XUV500 W6 2013,2017,8,93000,Diesel,Diesel,2179 cc,140 bhp,Manual,7,865000
Audi,A4 2.0 TDI (143bhp),2014,11,100000,Diesel,Diesel,1968 cc,141 bhp,Automatic,5,1380000
Maruti Suzuki,Ciaz S 1.4 MT,2018,7,31000,Petrol,Petrol,1373 cc,91 bhp,Manual,5,585000
Toyota,Glanza G,2020,5,55000,Petrol,Petrol,1197 cc,82 bhp,Manual,5,690000
Maruti Suzuki,Wagon R LXI CNG (O),2018,7,68320,Other,Other,998 cc,58 bhp,Manual,5,380000
Tata,Hexa XM 4x2 7 STR,2018,7,65000,Diesel,Diesel,2179 cc,154 bhp,Manual,7,850000
Toyota,Fortuner 3.0 4x4 MT,2013,12,95000,Diesel,Diesel,2982 cc,169 bhp,Manual,7,1750000
Maruti Suzuki,Ritz Vdi BS-IV,2013,12,85785,Diesel,Diesel,1248 cc,73 bhp,Manual,5,275000
Volkswagen,Vento Comfortline 1.6 (P),2018,7,38000,Petrol,Petrol,1598 cc,103 bhp,Manual,5,690000
Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,2020,5,12905,Petrol,Petrol,998 cc,118 bhp,Manual,5,1130000
Toyota,Innova 2.8 ZX AT 7 STR,2019,6,26000,Diesel,Diesel,2755 cc,172 bhp,Automatic,7,2295000
Mercedes-Benz,A-Class Sedan 200,2021,4,9000,Petrol,Petrol,1332 cc,161 bhp,Automatic,5,4100000
Tata,Nexon XM Diesel,2018,7,65000,Diesel,Diesel,1497 cc,108 bhp,Manual,5,725000
Hyundai,Elite i20 Magna Executive 1.2,2019,6,48000,Petrol,Petrol,1197 cc,82 bhp,Manual,5,595000
Hyundai,i10 Magna 1.2 Kappa2,2011,14,91000,Petrol,Petrol,1197 cc,79 bhp,Manual,5,290000
Jeep,Wrangler Rubicon,2022,3,15000,Petrol,Petrol,1995 cc,268 bhp,Automatic,5,6100000
Mahindra,XUV300 1.5 W6,2020,5,52000,Diesel,Diesel,1497 cc,115 bhp,Manual,5,1080000
Toyota,Etios GD,2013,12,90000,Diesel,Diesel,1364 cc,68 bhp,Manual,5,299000
Maruti Suzuki,Swift Lxi (O),2018,7,58000,Other,Other,1197 cc,83 bhp,Manual,5,575000
Honda,Amaze 1.2 S AT i-VTEC,2014,11,67000,Petrol,Petrol,1198 cc,87 bhp,Automatic,5,390000
Mahindra,Scorpio S10,2015,10,67000,Diesel,Diesel,2179 cc,120 bhp,Manual,8,875000
Hyundai,Venue SX 1.4 CRDi,2021,4,37556,Diesel,Diesel,1396 cc,89 bhp,Manual,5,1175000
